Time(s),Motor_Angle(deg),Motor_Angle(rad),Pendulum_Angle(deg),Pendulum_Angle(rad),Pendulum_Angle_From_Upright(deg),Motor_Velocity(rad/s),Pendulum_Velocity(rad/s),Motor_Voltage(V),Controller_Mode,Motor_RPM
0.093,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
0.176,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
0.253,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
0.329,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
0.411,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
0.542,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
0.629,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
0.701,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
0.765,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
0.838,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
0.909,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
0.982,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
1.056,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
1.130,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
1.206,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
1.276,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
1.344,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
1.410,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
1.485,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,-0.007,Energy,0.0
1.573,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
1.643,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
1.712,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
1.777,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
1.846,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
1.912,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
1.976,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
2.053,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
2.127,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
2.193,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
2.257,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
2.325,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
2.403,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
2.478,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
2.556,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
2.630,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
2.695,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
2.764,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
2.829,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
2.897,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
2.964,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
3.030,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
3.099,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
3.165,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
3.231,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
3.300,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
3.365,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
3.433,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
3.500,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
3.576,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
3.645,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
3.711,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
3.777,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
3.846,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
3.913,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
3.979,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
4.048,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
4.122,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
4.191,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.007,Energy,0.0
4.257,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
4.325,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
4.392,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
4.458,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
4.534,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
4.603,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,-0.007,Energy,0.0
4.676,-32.040,-0.559,-359.290,-6.271,179.290,0.000,0.000,0.000,Energy,0.0
4.740,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.007,Energy,0.0
4.803,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
4.871,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
4.935,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
5.001,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
5.067,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
5.135,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
5.200,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
5.267,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
5.333,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,0.000,Energy,0.0
5.403,-32.040,-0.559,-359.120,-6.268,179.120,0.000,0.000,-2.000,Bang-Bang,0.0
5.481,-36.610,-0.639,-363.330,-6.341,176.670,0.000,0.000,2.000,Bang-Bang,-7.0
5.578,-23.430,-0.409,-347.690,-6.068,167.690,0.000,0.000,2.000,Bang-Bang,20.0
5.649,-14.820,-0.259,-343.300,-5.992,163.300,0.000,0.000,2.000,Bang-Bang,23.0
5.719,-4.270,-0.075,-345.760,-6.035,165.760,0.000,0.000,-2.000,Bang-Bang,22.0
5.790,-7.610,-0.133,-368.080,-6.424,171.920,0.000,0.000,-2.000,Bang-Bang,-25.0
5.864,-19.910,-0.347,-396.730,-6.924,143.270,0.000,0.000,-2.000,Bang-Bang,-22.0
5.932,-28.000,-0.489,-400.250,-6.986,139.750,0.000,0.000,2.000,Bang-Bang,-19.0
6.003,-28.880,-0.504,-377.220,-6.584,162.780,0.000,0.000,2.000,Bang-Bang,19.0
6.078,-10.070,-0.176,-323.780,-5.651,143.780,0.000,0.000,2.000,Bang-Bang,30.0
6.145,-3.210,-0.056,-301.460,-5.261,121.460,0.000,0.000,2.000,Bang-Bang,12.0
6.215,0.830,0.014,-306.730,-5.353,126.730,0.000,0.000,-2.000,Bang-Bang,8.0
6.290,-9.720,-0.170,-349.100,-6.093,169.100,0.000,0.000,-2.000,Bang-Bang,-66.0
6.369,-37.840,-0.660,-418.000,-7.295,122.000,0.000,0.000,2.000,Bang-Bang,-28.0
6.438,-41.360,-0.722,-434.700,-7.587,105.300,0.000,0.000,-2.000,Bang-Bang,4.0
6.526,-32.040,-0.559,-408.860,-7.136,131.140,0.000,0.000,2.000,Bang-Bang,38.0
6.603,10.500,0.183,-332.920,-5.811,152.920,0.000,0.000,2.000,Bang-Bang,94.0
6.677,34.400,0.600,-283.180,-4.942,103.180,0.000,0.000,-2.000,Bang-Bang,34.0
6.750,45.300,0.791,-273.690,-4.777,93.690,0.000,0.000,-2.000,Bang-Bang,15.0
6.824,44.250,0.772,-303.390,-5.295,123.390,0.000,0.000,-2.000,Bang-Bang,-21.0
6.895,8.390,0.146,-380.210,-6.636,159.790,0.000,0.000,-2.000,Bang-Bang,-108.0
6.971,-15.690,-0.274,-442.610,-7.725,97.390,0.000,0.000,-2.000,Bang-Bang,-31.0
7.040,-29.410,-0.513,-466.870,-8.148,73.130,0.000,0.000,2.000,Bang-Bang,-36.0
7.106,-45.050,-0.786,-454.920,-7.940,85.080,0.000,0.000,2.000,Bang-Bang,-34.0
7.174,-50.850,-0.887,-411.500,-7.182,128.500,0.000,0.000,2.000,Bang-Bang,5.0
7.251,-20.090,-0.351,-315.520,-5.507,135.520,0.000,0.000,2.000,Bang-Bang,49.0
7.320,-14.640,-0.256,-259.270,-4.525,79.270,0.000,0.000,2.000,Bang-Bang,-4.0
7.391,-13.230,-0.231,-236.070,-4.120,56.070,0.000,0.000,2.000,Bang-Bang,11.0
7.470,-1.460,-0.025,-252.070,-4.399,72.070,0.000,0.000,-2.000,Bang-Bang,29.0
7.556,-2.690,-0.047,-318.860,-5.565,138.860,0.000,0.000,-2.000,Bang-Bang,-54.0
7.639,-45.230,-0.789,-433.650,-7.569,106.350,0.000,0.000,2.000,Bang-Bang,-28.0
7.720,-42.760,-0.746,-486.380,-8.489,53.620,0.000,0.000,-2.000,Bang-Bang,22.0
7.787,-39.070,-0.682,-502.030,-8.762,37.970,0.000,0.000,2.000,Bang-Bang,-3.0
7.866,-49.090,-0.857,-480.930,-8.394,59.070,0.000,0.000,2.000,Bang-Bang,-18.0
7.934,-49.800,-0.869,-437.510,-7.636,102.490,0.000,0.000,2.000,Bang-Bang,17.0
8.011,-5.320,-0.093,-335.030,-5.847,155.030,0.000,0.000,2.000,Bang-Bang,128.0
8.089,18.930,0.330,-256.110,-4.470,76.110,0.000,0.000,2.000,Bang-Bang,21.0
8.158,27.550,0.481,-219.550,-3.832,39.550,0.000,0.000,2.000,Bang-Bang,29.0
8.227,45.300,0.791,-217.080,-3.789,37.080,0.000,0.000,-2.000,Bang-Bang,47.0
8.293,61.120,1.067,-235.720,-4.114,55.720,0.000,0.000,-2.000,Bang-Bang,31.0
8.365,66.400,1.159,-278.780,-4.866,98.780,0.000,0.000,-2.000,Bang-Bang,-3.0
8.445,24.740,0.432,-383.730,-6.697,156.270,0.000,0.000,-2.000,Bang-Bang,-126.0
8.527,0.650,0.011,-469.160,-8.188,70.840,0.000,0.000,-2.000,Bang-Bang,-19.0
8.607,-11.830,-0.206,-508.880,-8.882,31.120,0.000,0.000,-2.000,Bang-Bang,-44.0
8.684,-43.290,-0.756,-500.270,-8.731,39.730,0.000,0.000,2.000,Bang-Bang,-86.0
8.756,-71.420,-1.247,-458.430,-8.001,81.570,0.000,0.000,2.000,Bang-Bang,-41.0
8.838,-64.740,-1.130,-370.890,-6.473,169.110,0.000,0.000,2.000,Bang-Bang,103.0
8.913,-40.300,-0.703,-267.180,-4.663,87.180,0.000,0.000,2.000,Bang-Bang,-6.0
8.984,-47.860,-0.835,-211.460,-3.691,31.460,0.000,0.000,2.000,Bang-Bang,-17.0
9.055,-45.580,-0.796,-188.960,-3.298,8.960,0.000,0.000,2.000,LQR,27.0
9.127,-25.710,-0.449,-192.830,-3.366,12.830,0.000,0.000,-2.000,LQR,52.0
9.193,-9.370,-0.164,-203.550,-3.553,23.550,0.000,0.000,-2.000,LQR,30.0
9.271,-0.230,-0.004,-223.240,-3.896,43.240,0.000,0.000,0.522,Energy,14.0
9.347,1.000,0.017,-265.600,-4.636,85.600,0.000,0.000,0.896,Energy,-4.0
9.424,-24.830,-0.433,-355.950,-6.212,175.950,0.000,0.000,2.000,Energy,-126.0
9.505,-45.400,-0.792,-441.730,-7.710,98.270,0.000,0.000,1.834,Energy,5.0
9.590,-33.450,-0.584,-468.280,-8.173,71.720,0.000,0.000,-0.013,Energy,26.0
9.662,-23.430,-0.409,-451.750,-7.885,88.250,0.000,0.000,-0.889,Energy,21.0
9.738,-7.610,-0.133,-400.780,-6.995,139.220,0.000,0.000,-1.093,Energy,67.0
9.820,32.820,0.573,-308.670,-5.387,128.670,0.000,0.000,-1.510,Energy,27.0
9.904,30.360,0.530,-281.950,-4.921,101.950,0.000,0.000,-0.005,Energy,-17.0
9.986,16.830,0.294,-304.100,-5.308,124.100,0.000,0.000,1.252,Energy,-40.0
10.072,-21.500,-0.375,-373.880,-6.525,166.120,0.000,0.000,1.780,Energy,-83.0
10.144,-37.670,-0.657,-413.430,-7.216,126.570,0.000,0.000,0.000,Energy,-8.0
10.225,-34.330,-0.599,-409.210,-7.142,130.790,0.000,0.000,-0.001,Energy,16.0
10.297,-15.690,-0.274,-365.090,-6.372,174.910,0.000,0.000,-1.490,Energy,59.0
10.369,-1.810,-0.032,-325.190,-5.676,145.190,0.000,0.000,-0.539,Energy,10.0
10.457,-10.070,-0.176,-323.260,-5.642,143.260,0.000,0.000,-0.003,Energy,-30.0
10.547,-38.020,-0.664,-363.330,-6.341,176.670,0.000,0.000,0.796,Energy,-55.0
10.623,-51.380,-0.897,-385.660,-6.731,154.340,0.000,0.000,0.006,Energy,-8.0
10.707,-43.820,-0.765,-369.310,-6.446,170.690,0.000,0.000,-0.680,Energy,28.0
10.784,-32.920,-0.575,-344.000,-6.004,164.000,0.000,0.000,0.006,Energy,12.0
10.870,-36.260,-0.633,-342.070,-5.970,162.070,0.000,0.000,-0.007,Energy,-17.0
10.950,-48.570,-0.848,-361.230,-6.305,178.770,0.000,0.000,0.514,Energy,-25.0
11.032,-54.190,-0.946,-372.120,-6.495,167.880,0.000,0.000,0.007,Energy,-3.0
11.111,-48.570,-0.848,-362.630,-6.329,177.370,0.000,0.000,-0.007,Energy,17.0
11.185,-41.360,-0.722,-349.450,-6.099,169.450,0.000,0.000,0.007,Energy,11.0
11.262,-40.830,-0.713,-348.750,-6.087,168.750,0.000,0.000,-0.007,Energy,-2.0
11.334,-45.050,-0.786,-359.120,-6.268,179.120,0.000,0.000,-0.007,Energy,-10.0
11.405,-47.160,-0.823,-367.550,-6.415,172.450,0.000,0.000,-2.000,Bang-Bang,-3.0
11.483,-42.060,-0.734,-363.690,-6.348,176.310,0.000,0.000,2.000,Bang-Bang,9.0
11.567,-26.770,-0.467,-346.990,-6.056,166.990,0.000,0.000,2.000,Bang-Bang,41.0
11.634,-9.370,-0.164,-334.160,-5.832,154.160,0.000,0.000,2.000,Bang-Bang,39.0
11.715,8.210,0.143,-336.440,-5.872,156.440,0.000,0.000,-2.000,Bang-Bang,36.0
11.787,11.200,0.195,-362.630,-6.329,177.370,0.000,0.000,-2.000,Bang-Bang,-15.0
11.862,1.880,0.033,-401.480,-7.007,138.520,0.000,0.000,-2.000,Bang-Bang,-15.0
11.933,-2.860,-0.050,-412.030,-7.191,127.970,0.000,0.000,-2.000,Bang-Bang,-11.0
12.003,-6.200,-0.108,-395.500,-6.903,144.500,0.000,0.000,2.000,Bang-Bang,4.0
12.073,10.670,0.186,-341.540,-5.961,161.540,0.000,0.000,2.000,Bang-Bang,50.0
12.147,22.270,0.389,-301.110,-5.255,121.110,0.000,0.000,2.000,Bang-Bang,14.0
12.218,25.970,0.453,-294.780,-5.145,114.780,0.000,0.000,-2.000,Bang-Bang,8.0
12.287,22.800,0.398,-323.260,-5.642,143.260,0.000,0.000,-2.000,Bang-Bang,-35.0
12.354,-7.430,-0.130,-387.770,-6.768,152.230,0.000,0.000,-2.000,Bang-Bang,-73.0
12.432,-26.240,-0.458,-436.640,-7.621,103.360,0.000,0.000,-2.000,Bang-Bang,-26.0
12.507,-37.490,-0.654,-444.370,-7.756,95.630,0.000,0.000,2.000,Bang-Bang,-27.0
12.602,-39.070,-0.682,-397.790,-6.943,142.210,0.000,0.000,2.000,Bang-Bang,35.0
12.684,-3.570,-0.062,-303.390,-5.295,123.390,0.000,0.000,2.000,Bang-Bang,36.0
12.762,3.470,0.061,-263.140,-4.593,83.140,0.000,0.000,2.000,Bang-Bang,11.0
12.860,14.190,0.248,-266.830,-4.657,86.830,0.000,0.000,-2.000,Bang-Bang,25.0
12.945,8.920,0.156,-336.440,-5.872,156.440,0.000,0.000,-2.000,Bang-Bang,-73.0
13.059,-27.120,-0.473,-454.040,-7.924,85.960,0.000,0.000,-2.000,Bang-Bang,-10.0
13.142,-34.850,-0.608,-479.350,-8.366,60.650,0.000,0.000,2.000,Bang-Bang,-22.0
13.221,-42.760,-0.746,-460.010,-8.029,79.990,0.000,0.000,2.000,Bang-Bang,-11.0
13.311,-27.470,-0.479,-385.480,-6.728,154.520,0.000,0.000,2.000,Bang-Bang,102.0
13.403,18.230,0.318,-278.780,-4.866,98.780,0.000,0.000,2.000,Bang-Bang,30.0
13.488,28.950,0.505,-233.260,-4.071,53.260,0.000,0.000,-2.000,Bang-Bang,25.0
13.583,49.170,0.858,-243.280,-4.246,63.280,0.000,0.000,-2.000,Bang-Bang,32.0
13.693,51.100,0.892,-309.900,-5.409,129.900,0.000,0.000,-2.000,Bang-Bang,-40.0
13.793,-1.280,-0.022,-452.460,-7.897,87.540,0.000,0.000,-2.000,Bang-Bang,-20.0
13.875,-9.890,-0.173,-499.040,-8.710,40.960,0.000,0.000,-2.000,Bang-Bang,-27.0
13.957,-36.260,-0.633,-493.940,-8.621,46.060,0.000,0.000,2.000,Bang-Bang,-71.0
14.038,-60.170,-1.050,-448.410,-7.826,91.590,0.000,0.000,2.000,Bang-Bang,-27.0
14.127,-34.850,-0.608,-331.340,-5.783,151.340,0.000,0.000,2.000,Bang-Bang,87.0
14.215,-27.120,-0.473,-242.920,-4.240,62.920,0.000,0.000,2.000,Bang-Bang,-13.0
14.304,-30.640,-0.535,-201.090,-3.510,21.090,0.000,0.000,2.000,Bang-Bang,9.0
14.394,-6.380,-0.111,-212.340,-3.706,32.340,0.000,0.000,-2.000,Bang-Bang,57.0
14.479,12.430,0.217,-254.700,-4.445,74.700,0.000,0.000,-2.000,Bang-Bang,19.0
14.586,-23.780,-0.415,-379.860,-6.630,160.140,0.000,0.000,-2.000,Bang-Bang,-129.0
14.676,-45.230,-0.789,-479.530,-8.369,60.470,0.000,0.000,-2.000,Bang-Bang,5.0
14.750,-37.320,-0.651,-523.650,-9.139,16.350,0.000,0.000,-2.000,Bang-Bang,14.0
14.831,-44.350,-0.774,-541.930,-9.458,1.930,0.000,0.000,-2.000,LQR,-31.0
14.899,-61.050,-1.066,-546.670,-9.541,6.670,0.000,0.000,-2.000,LQR,-46.0
14.975,-80.730,-1.409,-553.880,-9.667,13.880,0.000,0.000,-2.000,LQR,-46.0
15.044,-97.960,-1.710,-580.250,-10.127,40.250,0.000,0.000,-2.000,LQR,-29.0
15.137,-117.820,-2.056,-651.440,-11.370,111.440,0.000,0.000,2.000,Energy,-58.0
15.216,-127.320,-2.222,-722.460,-12.609,177.540,0.000,0.000,2.000,Energy,52.0
15.284,-96.030,-1.676,-741.790,-12.947,158.210,0.000,0.000,2.000,Energy,93.0
15.356,-51.550,-0.900,-748.820,-13.069,151.180,0.000,0.000,0.006,Energy,108.0
15.429,-5.500,-0.096,-750.580,-13.100,149.420,0.000,0.000,0.005,Energy,103.0
15.520,45.830,0.800,-754.100,-13.162,145.900,0.000,0.000,0.005,Energy,90.0
15.605,89.770,1.567,-751.110,-13.109,148.890,0.000,0.000,-2.000,Energy,78.0
15.681,119.480,2.085,-745.830,-13.017,154.170,0.000,0.000,-2.000,Energy,49.0
15.748,130.910,2.285,-740.560,-12.925,159.440,0.000,0.000,-2.000,Energy,-7.0
15.821,121.420,2.119,-735.460,-12.836,164.540,0.000,0.000,-2.000,Energy,-34.0
15.889,100.850,1.760,-733.350,-12.799,166.650,0.000,0.000,-2.000,Energy,-60.0
15.962,69.560,1.214,-735.820,-12.842,164.180,0.000,0.000,-2.000,Energy,-81.0
16.032,32.650,0.570,-741.260,-12.937,158.740,0.000,0.000,0.006,Energy,-91.0
16.107,-2.510,-0.044,-740.030,-12.916,159.970,0.000,0.000,-0.007,Energy,-73.0
16.182,-33.270,-0.581,-725.270,-12.658,174.730,0.000,0.000,-0.007,Energy,-60.0
16.248,-55.950,-0.977,-705.580,-12.315,165.580,0.000,0.000,0.006,Energy,-55.0
16.319,-77.390,-1.351,-689.580,-12.035,149.580,0.000,0.000,2.000,Energy,-44.0
16.386,-91.460,-1.596,-679.920,-11.867,139.920,0.000,0.000,2.000,Energy,-25.0
16.455,-99.010,-1.728,-685.010,-11.956,145.010,0.000,0.000,2.000,Energy,-12.0
16.536,-100.250,-1.750,-704.170,-12.290,164.170,0.000,0.000,2.000,Energy,2.0
16.616,-84.420,-1.473,-720.000,-12.566,180.000,0.000,0.000,2.000,Energy,52.0
16.683,-55.950,-0.977,-716.480,-12.505,176.480,0.000,0.000,0.007,Energy,81.0
16.750,-23.430,-0.409,-707.690,-12.352,167.690,0.000,0.000,0.007,Energy,77.0
16.816,2.240,0.039,-709.800,-12.388,169.800,0.000,0.000,-0.007,Energy,53.0
16.901,22.270,0.389,-727.200,-12.692,172.800,0.000,0.000,0.007,Energy,33.0
16.976,38.800,0.677,-742.320,-12.956,157.680,0.000,0.000,0.006,Energy,38.0
17.052,57.430,1.002,-741.620,-12.944,158.380,0.000,0.000,-2.000,Energy,44.0
17.132,77.120,1.346,-728.430,-12.714,171.570,0.000,0.000,-2.000,Energy,29.0
17.204,79.400,1.386,-726.850,-12.686,173.150,0.000,0.000,-2.000,Energy,-7.0
17.276,66.040,1.153,-736.340,-12.852,163.660,0.000,0.000,-2.000,Energy,-40.0
17.351,45.300,0.791,-744.250,-12.990,155.750,0.000,0.000,0.006,Energy,-51.0
17.424,26.840,0.468,-737.920,-12.879,162.080,0.000,0.000,-0.006,Energy,-33.0
